epoch,train_loss,test_acc@1,test_acc@5
74,4.7139809950804095,77.06,98.79
75,4.708896524478227,77.41,98.95
76,4.709647247118828,77.31,98.89
77,4.70789672655937,77.57,98.89
78,4.708861918327136,77.57,98.99
79,4.705879157628768,77.66,98.91
80,4.703192943181747,77.62,98.83
81,4.704196316156632,77.94,98.88
82,4.701948053408891,77.72,98.78
83,4.704468629299066,77.77,98.85000000000001
84,4.703220692659036,77.96,98.89
85,4.70151996368017,78.69,98.99
86,4.697832185794145,78.88,98.92
87,4.697541112166185,78.35,98.87
88,4.699333711770865,78.31,98.91
89,4.696581263419909,78.27,98.92
90,4.694161965296819,78.7,98.96000000000001
91,4.695953195522993,78.86999999999999,99.03
92,4.694139673771002,78.97,98.95
93,4.695329602559408,78.89,98.98
94,4.692635836968055,79.77,98.97
95,4.68873202250554,79.64,99.11
96,4.692946243286133,79.03999999999999,99.03999999999999
97,4.692629281068459,78.92,98.95
98,4.686400039379413,79.24,99.03
99,4.690399747017103,79.25999999999999,99.06
100,4.68652619826488,79.73,99.05000000000001
101,4.687686900603466,79.69000000000001,98.99
102,4.685677988101275,79.67999999999999,99.06
103,4.687325797936855,79.80000000000001,99.03999999999999
104,4.681324829199375,79.81,99.0
105,4.686217963389861,79.53,99.11
106,4.6837303283887035,80.04,99.02
107,4.6814337705954525,80.13,99.1
108,4.678718143854386,79.97,99.05000000000001
109,4.678197894952236,80.32000000000001,99.11
110,4.679171938773913,80.60000000000001,99.03
111,4.677332513760298,80.17999999999999,99.13
112,4.678688795138628,80.41,99.11999999999999
113,4.676817201956725,80.36999999999999,99.13
114,4.678872832273826,80.77,99.08
115,4.677151892735408,80.55,99.03999999999999
116,4.676758734385173,80.78,99.07000000000001
117,4.676299689366267,80.54,99.15
118,4.674342148120587,80.28,98.98
119,4.674552885691325,80.88,99.07000000000001
120,4.6736712798094135,81.32000000000001,99.11999999999999
121,4.6740226770058655,80.58999999999999,99.05000000000001
122,4.673255274846004,80.7,99.17
123,4.674170251993033,80.86,99.1
124,4.67096927349384,81.05,99.22999999999999
125,4.669746274214525,81.47999999999999,99.24
126,4.667654643914639,81.11,99.2
127,4.668996162903615,81.25,99.19
128,4.668147720434727,80.86,99.08
129,4.670108022445287,81.25,99.22
130,4.667545418861585,81.45,99.03999999999999
131,4.66628834162003,81.15,99.14
132,4.666488965352376,81.75,99.18
133,4.664516945374317,81.11,99.06
134,4.666315320821909,81.24,99.13
135,4.6645033714098805,81.33,99.14
136,4.665749452052972,81.77,99.18
137,4.663828659057617,81.88,99.2
138,4.663438161214192,81.31,99.11999999999999
139,4.66323171273256,81.75,99.14
140,4.66490052541097,81.36,99.09
141,4.662292783688276,81.6,99.17
142,4.663248074360383,81.76,99.1
143,4.659292575640556,82.02000000000001,99.27
144,4.65975781465188,82.31,99.24
145,4.659143792665922,82.22,99.19
146,4.657852263328357,82.09,99.25
147,4.657742282671806,81.77,99.14
148,4.6583590385241385,82.74000000000001,99.13
149,4.658464121207213,82.13000000000001,99.09
150,4.660252096714117,82.57,99.24
151,4.659347240741436,82.3,99.19
152,4.6563700700417545,82.74000000000001,99.27
153,4.655038312765268,82.73,99.29
154,4.655255523094764,82.28,99.22
155,4.655861116066957,82.14,99.3
156,4.658428160349528,82.53,99.25
157,4.65606590906779,82.57,99.32
158,4.652329266376984,82.42,99.28
159,4.653393740531726,81.91000000000001,99.33
160,4.6551038057376175,82.50999999999999,99.21
161,4.6530966954353525,82.53,99.22
162,4.652710665189303,82.76,99.26
163,4.650281600463084,82.80999999999999,99.3
164,4.654050279274965,82.59,99.18
165,4.651439395317665,82.85,99.24
166,4.652819342490954,82.36,99.19
167,4.650872599772918,82.78999999999999,99.21
168,4.648054550855588,82.91,99.16
169,4.649499428577912,82.78999999999999,99.18
170,4.649492415403708,83.17,99.22
171,4.6463342471000475,82.61,99.21
172,4.647528680165609,83.09,99.28
173,4.650256313421788,82.89,99.24
174,4.648071988423665,83.07,99.33999999999999
175,4.646303169543927,83.08,99.33
176,4.645876348935641,83.38,99.29
177,4.646778177603697,82.77,99.22999999999999
178,4.642435435759715,83.09,99.28
179,4.643969574952737,83.41,99.37
180,4.644449402735783,83.09,99.28
181,4.647389128269293,83.19,99.35000000000001
182,4.642920406048114,83.43,99.33
183,4.646634238805526,83.35000000000001,99.35000000000001
184,4.641858506814027,83.2,99.26
185,4.644911616887802,83.65,99.32
186,4.643485164642334,83.26,99.25
187,4.640935088426639,83.28,99.25
188,4.641125500507844,83.46000000000001,99.32
189,4.640244948558318,83.85000000000001,99.4
190,4.638407528706086,83.64,99.33999999999999
191,4.639063800909581,83.27,99.29
192,4.640228726313665,83.32000000000001,99.33
193,4.6390281530526964,83.27,99.35000000000001
194,4.6389765641628165,83.23,99.25
195,4.635849025921944,83.16,99.27
196,4.638467952532646,83.53,99.41
197,4.6364155255831205,83.07,99.31
198,4.640437409816644,83.5,99.35000000000001
199,4.64131076274774,83.78999999999999,99.29
200,4.637723810244829,83.77,99.3
201,4.637605420137063,83.67,99.33
202,4.6358821184207235,83.91999999999999,99.3
203,4.633608299646622,83.26,99.3
204,4.63740806335058,83.99,99.37
205,4.638556993924654,84.14,99.38
206,4.637700325403458,83.88,99.31
207,4.635926051017566,84.17999999999999,99.45
208,4.635607907710932,84.07,99.51
209,4.633553010989458,84.0,99.35000000000001
210,4.637259593376746,83.85000000000001,99.44
211,4.6326619784037275,84.39999999999999,99.48
212,4.634154160817464,83.88,99.36
213,4.633310178609995,84.27,99.4
214,4.635789049588717,84.32,99.4
215,4.6329547490829075,84.16,99.33
216,4.634655328897329,84.28,99.42
217,4.631624307387915,84.08,99.45
218,4.633596735734206,84.41,99.36
219,4.631278999035175,84.52,99.46000000000001
220,4.633036618354993,84.35000000000001,99.33
221,4.631692680945763,84.97,99.44
222,4.628353248498379,84.43,99.4
223,4.632092957618909,84.27,99.48
224,4.629684438460912,84.04,99.4
225,4.630827930646065,84.46000000000001,99.4
226,4.626428939134646,84.47,99.36
227,4.631175285730606,84.36,99.45
228,4.629687908368233,84.87,99.42
229,4.627339003636287,84.09,99.35000000000001
230,4.627004210154215,84.43,99.33999999999999
231,4.62816684673994,84.5,99.39
232,4.628105518145439,84.00999999999999,99.38
233,4.626575716947898,84.61999999999999,99.49
234,4.6278461920909395,84.81,99.44
235,4.62699672747881,84.68,99.46000000000001
236,4.6285688229096245,85.22999999999999,99.5
237,4.626944233820988,84.61999999999999,99.45
238,4.62718379680927,84.65,99.39
239,4.628593229636168,84.84,99.42999999999999
240,4.625146577297113,84.81,99.46000000000001
241,4.626178545829577,85.49,99.53
242,4.625933930812738,84.7,99.46000000000001
243,4.623996605017246,84.81,99.47
244,4.627259873121213,84.64,99.4
245,4.625192942986121,85.0,99.4
246,4.62383240430783,84.94,99.38
247,4.62829384681506,84.7,99.4
248,4.623666127522786,84.94,99.52
249,4.6271896802462065,85.28,99.51
250,4.625536253513434,85.08,99.42
251,4.621596849881685,84.89999999999999,99.37
252,4.6261025330959225,85.08,99.36
253,4.626911327166435,85.02,99.36
254,4.625296000945262,85.11,99.35000000000001
255,4.622912502288818,85.15,99.42999999999999
256,4.626164377652682,84.87,99.4
257,4.620851937318459,84.77,99.4
258,4.62301839926304,84.8,99.36
259,4.620051127213698,85.15,99.39
260,4.621767794780242,84.95,99.46000000000001
261,4.623284168732472,84.75,99.42
262,4.621735922495524,84.98,99.49
263,4.618810988695193,85.16,99.41
264,4.624021202478653,85.09,99.49
265,4.619387171818659,85.22,99.47
266,4.622115384615385,85.18,99.48
267,4.618542135678805,85.00999999999999,99.49
268,4.619702639946571,85.39,99.48
269,4.619300808050694,85.08,99.47
270,4.621449820200602,85.08,99.48
271,4.619612373449864,85.39,99.5
272,4.616247583046937,85.36,99.5
273,4.619174155210837,85.02,99.33999999999999
274,4.621383493374555,85.53,99.49
275,4.616181762401874,85.41,99.53
276,4.6189301637502815,85.48,99.42
277,4.620678429725842,84.61999999999999,99.45
278,4.6171745226933405,84.74000000000001,99.33
279,4.618814309438069,85.13,99.49
280,4.618545999282445,85.19,99.44
281,4.6150568399673855,85.64,99.51
282,4.619983966533955,85.66,99.46000000000001
283,4.616986066867144,85.2,99.44
284,4.615990034739176,85.69,99.46000000000001
285,4.613798977778508,85.39,99.46000000000001
286,4.616959584064973,85.56,99.42
287,4.6169439853766026,85.52,99.38
288,4.615758969233586,85.28999999999999,99.45
289,4.614157339242788,85.46000000000001,99.5
290,4.6164710876269215,85.58,99.46000000000001
291,4.6161281928037985,85.86,99.46000000000001
292,4.615639972686767,85.55,99.53
293,4.613979809100812,85.6,99.57000000000001
294,4.615207305321326,85.11999999999999,99.46000000000001
295,4.614200318165315,85.39,99.53999999999999
296,4.613920913598476,85.83,99.6
297,4.614769791334103,85.74000000000001,99.47
298,4.616702673985408,85.49,99.49
299,4.614250598809658,85.56,99.51
300,4.613976358756041,86.13,99.49
301,4.617836541395921,85.58,99.53
302,4.611086131364871,85.67,99.56
303,4.613617065625313,85.59,99.6
304,4.612069283998929,85.64,99.51
305,4.609993966420491,85.99,99.55000000000001
306,4.613755262815035,85.87,99.49
307,4.612459999475724,85.6,99.55000000000001
308,4.611626343849378,85.7,99.52
309,4.612298921438364,85.98,99.53
310,4.611952649630033,85.74000000000001,99.51
311,4.61164974799523,85.59,99.51
312,4.612572809366079,85.48,99.47
313,4.612905707726112,85.71,99.51
314,4.612380859179375,85.97,99.57000000000001
315,4.6100802177037945,85.8,99.47
316,4.611300727648612,85.63,99.57000000000001
317,4.612475739992582,85.94000000000001,99.57000000000001
318,4.609407711029053,85.65,99.42999999999999
319,4.611209698212453,86.19,99.49
320,4.611520175444774,85.85000000000001,99.51
321,4.609038621951372,86.38,99.47
322,4.610789775848389,85.92,99.42
323,4.609754501244961,86.21,99.52
324,4.612795125521147,85.61999999999999,99.53
325,4.614185964144193,85.74000000000001,99.47
326,4.6084318625621306,85.66,99.42999999999999
327,4.6116088671562,85.72999999999999,99.45
328,4.609721328050663,86.50999999999999,99.58
329,4.609191075349465,86.11,99.52
330,4.60994387895633,86.2,99.44
331,4.612468707255828,86.17,99.48
332,4.606815291673709,86.22,99.47
333,4.611182474478698,86.48,99.52
334,4.609093565818591,86.64,99.5
335,4.610190415993715,85.76,99.46000000000001
336,4.610921077239207,86.09,99.55000000000001
337,4.6095177210294285,86.45,99.47
338,4.609393804501265,86.46000000000001,99.5
339,4.61061507004958,86.17,99.51
340,4.610248269790258,86.15,99.53
341,4.608785717303936,86.22,99.45
342,4.607802921686417,86.06,99.53
343,4.606926866678092,86.32,99.48
344,4.605153927436242,86.35000000000001,99.58
345,4.608343799297626,86.48,99.53
346,4.6060355039743275,85.91,99.53999999999999
347,4.604451969342354,86.35000000000001,99.55000000000001
348,4.606817096318954,86.55000000000001,99.58
349,4.604938798073011,86.48,99.62
350,4.6041682854676855,86.17,99.55000000000001
351,4.604873119256435,86.28,99.44
352,4.605569269718268,86.47,99.49
353,4.607884756724039,86.42,99.52
354,4.605737984486115,86.65,99.56
355,4.6067304366674175,86.53999999999999,99.45
356,4.60491890051426,86.09,99.42999999999999
357,4.605756700955904,86.56,99.53
358,4.60844330176329,86.53,99.49
359,4.603320200015337,86.33999999999999,99.5
360,4.607030073801677,86.4,99.49
361,4.603802817907089,86.71,99.58
362,4.60448199296609,86.68,99.53
363,4.608366711934408,86.49,99.57000000000001
364,4.6037437805762655,86.68,99.48
365,4.606082302484757,86.31,99.55000000000001
366,4.602056346795497,86.50999999999999,99.61
367,4.603133869171143,86.35000000000001,99.62
368,4.6036054684565615,86.6,99.55000000000001
369,4.605436307956011,86.5,99.56
370,4.602631326822134,86.42999999999999,99.5
371,4.602916722419934,86.97,99.59
372,4.600641903510461,86.87,99.51
373,4.603320053296211,86.85000000000001,99.59
374,4.604723724952111,86.32,99.57000000000001
375,4.600441962022048,86.50999999999999,99.51
376,4.607020368331518,86.72,99.52
377,4.602816902062831,86.83999999999999,99.51
378,4.602855464739677,86.99,99.53999999999999
379,4.603713189638578,86.6,99.59
380,4.603340535286145,86.52,99.6
381,4.600995242290008,86.92999999999999,99.58
382,4.602065594991048,86.83,99.56
383,4.599680115626408,86.91,99.55000000000001
384,4.598430330325396,87.0,99.55000000000001
385,4.604147478250357,86.78,99.44
386,4.601981468689748,87.18,99.55000000000001
387,4.603373383253048,87.13,99.55000000000001
388,4.602824027721699,86.86,99.61
389,4.5986754099528,86.79,99.57000000000001
390,4.59902836726262,87.03,99.59
391,4.5988794791392795,86.81,99.58
392,4.599184630467342,87.32,99.45
393,4.600013728019519,87.09,99.51
394,4.6025423759069195,86.9,99.53999999999999
395,4.601147167499249,86.97,99.57000000000001
396,4.604089993696946,86.99,99.51
397,4.600746181683663,86.45,99.59
398,4.5990486487364155,86.98,99.59
399,4.5967912135980065,86.95,99.51
400,4.60054789567605,87.02,99.52
401,4.598905333494529,86.76,99.55000000000001
402,4.601476855155749,87.06,99.57000000000001
403,4.602948149656638,87.07000000000001,99.55000000000001
404,4.597714289640769,87.11,99.48
405,4.59924697142381,87.5,99.53999999999999
406,4.596994913541353,86.91,99.53
407,4.6015201788682205,87.07000000000001,99.51
408,4.60025197053567,87.2,99.55000000000001
409,4.601795543768467,86.8,99.52
410,4.595787989787566,86.87,99.5
411,4.595081811073499,87.51,99.57000000000001
412,4.59625411889492,87.21,99.58
413,4.599552961496206,87.17,99.53
414,4.596432957282433,86.92,99.6
415,4.596594272515713,87.26,99.53999999999999
416,4.599024537893442,87.11,99.61
417,4.595986395615798,86.75,99.52
418,4.59956443248651,87.12,99.57000000000001
419,4.598406356420273,86.98,99.57000000000001
420,4.594906809391119,87.21,99.55000000000001
421,4.595875170291999,86.99,99.58
422,4.59610737776145,87.16000000000001,99.53
423,4.598811208284818,87.14,99.56
424,4.597329117701604,87.15,99.58
425,4.596137645917061,86.97,99.49
426,4.594205279228015,86.83,99.53
427,4.5958409382746765,87.02,99.57000000000001
428,4.597141481057191,86.76,99.58
429,4.593380920703595,87.25,99.57000000000001
430,4.595430036691519,87.0,99.6
431,4.595620250701904,86.61999999999999,99.57000000000001
432,4.593725859813201,87.02,99.57000000000001
433,4.593789171561217,86.69,99.56
434,4.598914745526436,87.29,99.57000000000001
435,4.595091355152619,87.2,99.56
436,4.5952617938701925,87.42,99.56
437,4.5965823222429325,87.45,99.59
438,4.59860553985987,87.42999999999999,99.53999999999999
439,4.597040315774771,87.05000000000001,99.56
440,4.5983047803243,87.24,99.56
441,4.5965936807485726,87.64,99.61
442,4.595261972378462,87.09,99.51
443,4.597130364638108,87.55,99.67
444,4.596081185952211,87.59,99.63
445,4.596227924640362,87.29,99.48
446,4.595685956416986,87.56,99.6
447,4.596024843362661,86.98,99.58
448,4.5956151522122894,87.3,99.61
449,4.595490137736003,86.98,99.62
450,4.59332900658632,87.32,99.62
451,4.591173954499074,87.27000000000001,99.57000000000001
452,4.591559385642027,87.59,99.66000000000001
453,4.594921070490128,87.91,99.64
454,4.597372624812982,86.86,99.56
455,4.5937259600712705,87.52,99.65
456,4.592756376511011,87.79,99.65
457,4.591000116788424,87.4,99.57000000000001
458,4.592865934127416,87.52,99.61
459,4.592469137142866,87.68,99.6
460,4.59633641120715,87.47,99.64
461,4.593486179449619,87.72999999999999,99.61
462,4.5929755113063715,87.25,99.53999999999999
463,4.592407001593174,86.99,99.56
464,4.5949386816758375,87.14,99.56
465,4.595772924178686,87.39,99.53
466,4.596564989823562,87.45,99.62
467,4.590917252271604,87.25,99.57000000000001
468,4.5954522157326725,87.39,99.62
469,4.593283328031882,87.67,99.55000000000001
470,4.592802382738162,87.94,99.61
471,4.593074358426607,87.78,99.58
472,4.59477211634318,87.6,99.59
473,4.59546730579474,87.89,99.62
474,4.591900226397392,87.58,99.63
475,4.589368257767115,87.16000000000001,99.61
476,4.5896591895665875,87.38,99.63
477,4.592066713479849,87.97,99.59
478,4.593087497124305,87.37,99.53
479,4.5936931438935105,87.59,99.6
480,4.5911339393028845,87.55,99.63
481,4.593690185057811,87.22999999999999,99.51
482,4.589026989080967,87.33999999999999,99.51
483,4.594053965348464,87.5,99.53
484,4.589098602686173,87.42,99.56
485,4.589557053492619,87.48,99.67
486,4.590529422270946,87.96000000000001,99.62
487,4.591148205292531,87.49,99.64
488,4.592440624726124,87.45,99.58
489,4.591777931115566,87.72,99.59
490,4.592222338456374,87.59,99.62
491,4.591664996513954,87.69,99.62
492,4.590148429381542,87.87,99.56
493,4.5914244945232685,87.76,99.61
494,4.5893366520221415,87.45,99.58
495,4.587784833174485,87.87,99.58
496,4.593473683870756,87.62,99.59
497,4.589996609321007,87.57000000000001,99.56
498,4.591966193761581,87.15,99.55000000000001
499,4.590611408918332,87.39,99.61
500,4.590534611237355,87.5,99.59
