epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
83,0.38670941625595096,86.722,99.164,0.24448011918067933,91.52,99.79
84,0.38884555041313174,86.65,99.10600000000001,0.24286828246116637,91.64,99.8
85,0.3927145916843414,86.488,99.14,0.24449585733413695,91.61,99.81
86,0.3886493970680237,86.546,99.202,0.24426382622718812,91.60000000000001,99.79
87,0.39067715293884275,86.654,99.132,0.24603155043125152,91.44,99.81
88,0.3886087457942963,86.70400000000001,99.11,0.243876886343956,91.64999999999999,99.77000000000001
89,0.38253917326927184,86.888,99.124,0.24479395763874054,91.5,99.8
90,0.3889880892753601,86.732,99.13,0.24534786989688873,91.47,99.78
91,0.3881716031551361,86.69,99.132,0.24395248703956604,91.62,99.79
92,0.3844899197292328,86.79,99.13,0.24282238447666168,91.51,99.79
93,0.3849862303638458,86.95,99.17399999999999,0.24391502795219422,91.57,99.78
94,0.38620383909225464,86.828,99.126,0.24298917763233185,91.49000000000001,99.8
95,0.38611510736465454,86.75399999999999,99.146,0.24381166200637816,91.51,99.8
96,0.38082031458854676,86.922,99.09400000000001,0.24489277420043945,91.51,99.79
97,0.38793907397270205,86.884,99.068,0.24452165575027465,91.49000000000001,99.8
98,0.38846748446941376,86.548,99.166,0.24348920266628266,91.61,99.8
99,0.38387302072525026,86.924,99.058,0.24359566841125488,91.66,99.81
100,0.388187972202301,86.638,99.09,0.24294425361156463,91.47999999999999,99.77000000000001
101,0.3831196717643738,86.898,99.14,0.24553471055030823,91.51,99.8
102,0.38682163747787474,86.78,99.124,0.24384403717517852,91.5,99.81
103,0.38291393547058106,86.906,99.09400000000001,0.24346555995941163,91.52,99.8
104,0.38268073126792906,86.936,99.112,0.24366107823848723,91.49000000000001,99.8
105,0.3843554459476471,86.98,99.178,0.24443445513248444,91.52,99.81
106,0.3867773926591873,86.72800000000001,99.08200000000001,0.242518635392189,91.62,99.8
107,0.38808930154800414,86.722,99.2,0.2432947974205017,91.56,99.79
108,0.38171516815185547,87.07000000000001,99.104,0.24475143973827362,91.53,99.8
109,0.38342073150634765,86.932,99.15,0.24296234748363496,91.56,99.79
110,0.3839268939971924,86.964,99.054,0.2430518270254135,91.52,99.81
111,0.387114483089447,86.816,99.124,0.24403259439468383,91.62,99.81
112,0.38215214200973513,86.932,99.122,0.24221392681598664,91.52,99.77000000000001
113,0.38399991785049437,86.898,99.074,0.24275517094135285,91.58,99.8
114,0.3831511121940613,86.894,99.05000000000001,0.24159254989624024,91.59,99.79
115,0.3852417693901062,86.748,99.14,0.24157040774822236,91.55,99.77000000000001
116,0.3844990856170654,86.9,99.126,0.2415272685289383,91.53999999999999,99.8
117,0.3844437439060211,86.8,99.142,0.24079897429943084,91.66,99.78
118,0.3862326963615417,86.834,99.076,0.2421785095691681,91.64,99.79
119,0.37944135953903196,87.106,99.19200000000001,0.24329926271438598,91.55,99.78
120,0.384152497959137,86.69200000000001,99.126,0.24192397608757019,91.52,99.79
121,0.3865760567092896,86.776,99.064,0.24252492158412933,91.47,99.79
122,0.3771937041378021,87.08200000000001,99.17399999999999,0.24000180640220642,91.61,99.79
123,0.38373428977966306,86.906,99.076,0.24184323365688323,91.62,99.77000000000001
124,0.38032396074295044,86.91,99.158,0.24100559728145599,91.81,99.78
125,0.3812583373641968,86.97200000000001,99.10799999999999,0.24265961940288544,91.62,99.79
126,0.3852378965854645,86.906,99.158,0.24216429567337036,91.57,99.79
127,0.38503829092025754,86.822,99.09599999999999,0.24173533449172974,91.58,99.78
128,0.38958287470817565,86.656,99.07000000000001,0.24248986105918885,91.67999999999999,99.79
129,0.3822499282836914,86.78399999999999,99.134,0.24215020995140077,91.60000000000001,99.79
130,0.3802782717704773,86.982,99.08,0.24212267732620238,91.53,99.8
131,0.37934106300354004,87.05199999999999,99.084,0.24108661894798278,91.61,99.8
132,0.38092756997108457,86.882,99.18400000000001,0.24195627083778382,91.64999999999999,99.79
133,0.3818715615749359,86.978,99.164,0.24174651176929474,91.59,99.79
134,0.3860618976020813,86.776,99.09599999999999,0.24278585166931152,91.62,99.78
135,0.3816044271659851,87.02,99.202,0.24168908472061157,91.56,99.78
136,0.38053261850357056,87.062,99.2,0.2435333648443222,91.52,99.8
137,0.38384874670028685,86.734,99.13,0.24179962499141694,91.47999999999999,99.8
138,0.3853970866775513,86.748,99.092,0.24334180476665496,91.5,99.8
139,0.38236196142196655,87.072,99.124,0.24103003973960876,91.67,99.79
140,0.3835810263156891,86.80600000000001,99.158,0.24208640837669373,91.59,99.8
141,0.38201412084579467,86.884,99.188,0.2405568527698517,91.55,99.8
142,0.3798664350605011,87.016,99.116,0.24270699656009673,91.47999999999999,99.81
143,0.38189429817199705,86.896,99.176,0.2439528563976288,91.46,99.78
144,0.38564430849075315,86.7,99.1,0.2417723850250244,91.53999999999999,99.8
145,0.37815789536476135,87.154,99.168,0.243547105884552,91.41,99.82
146,0.38089747347831726,87.036,99.154,0.24220346472263335,91.59,99.8
147,0.3796269788169861,86.94800000000001,99.122,0.24125652556419372,91.61,99.8
148,0.38555927451133726,86.88,99.048,0.24111182000637055,91.53,99.78
149,0.3850904866027832,86.734,99.124,0.24277240936756134,91.55,99.8
150,0.3809857723712921,86.992,99.15,0.2401814274787903,91.64999999999999,99.79
151,0.3780127547073364,87.106,99.158,0.238429615855217,91.59,99.79
152,0.38484696860313417,86.912,99.016,0.2406317531824112,91.67999999999999,99.79
153,0.37849654026031493,86.98,99.136,0.24201427781581877,91.51,99.79
154,0.3764310614013672,87.024,99.19200000000001,0.2409634825706482,91.51,99.81
155,0.3810914316511154,86.79599999999999,99.148,0.24150045092105865,91.57,99.78
156,0.3785383165740967,87.09,99.104,0.23994348497390747,91.63,99.79
157,0.3841044643688202,86.772,99.142,0.24210031020641326,91.51,99.8
158,0.38415848029136657,86.828,99.158,0.24185271060466768,91.57,99.78
159,0.3813201000404358,87.01,99.09,0.2406985608100891,91.63,99.81
160,0.38152997666358945,86.966,99.124,0.24476540203094482,91.55,99.78
161,0.38324198861122133,86.79599999999999,99.124,0.24143342728614808,91.67,99.78
162,0.3798161350059509,86.99,99.118,0.24083876640796661,91.5,99.77000000000001
163,0.37554058694839476,87.146,99.156,0.24112067329883574,91.59,99.79
164,0.3827417543888092,87.008,99.062,0.24167815823554992,91.66,99.79
165,0.38067567664146423,87.032,99.148,0.2424538453102112,91.56,99.77000000000001
166,0.378962439365387,87.028,99.118,0.24146989359855653,91.67,99.8
167,0.3859458385181427,86.71600000000001,99.10799999999999,0.241645166015625,91.64,99.79
168,0.3835181746196747,86.92,99.072,0.2420542239189148,91.66,99.79
169,0.3818494585323334,86.802,99.14,0.24157442319393158,91.60000000000001,99.78
170,0.38613190868377684,86.822,99.09400000000001,0.24121619884967804,91.7,99.81
171,0.38141718539714814,86.926,99.128,0.2412050849199295,91.60000000000001,99.8
172,0.37996750926017764,86.85000000000001,99.114,0.2414337455034256,91.67999999999999,99.77000000000001
173,0.3834833579540253,86.92800000000001,99.19,0.24037193162441253,91.56,99.79
174,0.3783518802070618,86.87,99.2,0.24182817640304566,91.58,99.77000000000001
175,0.37993042901992796,86.99,99.11,0.24145532360076905,91.57,99.78
176,0.38052698482513425,86.966,99.13,0.239795685505867,91.57,99.8
177,0.3876574757385254,86.74,99.05199999999999,0.24123075921535492,91.61,99.81
178,0.37747271692276,87.074,99.11,0.2401977841615677,91.75,99.79
179,0.3786050303268433,87.144,99.114,0.24010000245571136,91.67999999999999,99.8
180,0.38074511677742007,87.02,99.152,0.24152389140129088,91.69,99.79
181,0.38209622602462767,87.022,99.064,0.24096809508800507,91.67,99.79
182,0.3785619740962982,86.96199999999999,99.076,0.24229083580970764,91.61,99.8
183,0.37555159143447875,87.158,99.152,0.24090495841503143,91.63,99.81
184,0.3825923238945007,86.896,99.16,0.2429362092733383,91.46,99.8
185,0.3873865392875671,86.748,99.064,0.2413470398902893,91.64,99.8
186,0.3811962692260742,86.854,99.17,0.2417076387166977,91.49000000000001,99.78
187,0.38183567544937136,87.066,99.128,0.24109666266441346,91.5,99.79
188,0.38578606217384337,86.992,99.046,0.24324700655937195,91.58,99.81
189,0.377781083240509,87.126,99.13,0.24073559801578523,91.52,99.8
190,0.3842700664997101,86.744,99.05199999999999,0.24122694745063783,91.56,99.8
191,0.3763402325630188,87.19200000000001,99.176,0.24104320220947265,91.61,99.81
192,0.3885491031455994,86.8,99.088,0.24055408794879912,91.58,99.8
193,0.3767545611858368,87.112,99.11999999999999,0.24158239772319795,91.55,99.82
194,0.3785014087104797,87.07000000000001,99.142,0.23938211023807526,91.64999999999999,99.8
195,0.3831398282814026,86.854,99.062,0.24224841969013214,91.53,99.81
196,0.38213426690101626,86.922,99.11999999999999,0.24011924965381623,91.56,99.79
197,0.3847772970199585,86.756,99.046,0.23953237996101379,91.67999999999999,99.79
198,0.38069477897644044,86.882,99.144,0.23939458060264587,91.59,99.79
199,0.3865775391292572,86.71600000000001,99.088,0.24026927378177643,91.57,99.78
200,0.37955038692474363,86.952,99.076,0.24059364948272705,91.52,99.78
